timestamp,open,high,low,close
1673403240000,3921.412,3921.671,3921.4,3921.668
1673403300000,3921.726,3921.801,3921.66,3921.726
1673403360000,3921.542,3921.542,3920.486,3920.672
1673403420000,3920.423,3920.925,3920.41,3920.669
1673403480000,3920.78,3920.931,3920.666,3920.913
1673403540000,3920.801,3921.466,3920.66,3921.153
1673403600000,3921.178,3921.422,3921.169,3921.422
1673403660000,3921.539,3922.165,3921.539,3922.165
1673403720000,3922.041,3922.156,3921.912,3922.156
1673403780000,3922.298,3922.466,3921.918,3921.918
1673403840000,3921.785,3922.159,3921.656,3922.159
1673403900000,3922.14,3922.162,3921.896,3922.143
1673403960000,3922.411,3922.661,3922.393,3922.655
1673404020000,3922.408,3922.658,3922.396,3922.396
1673404080000,3922.661,3922.661,3922.516,3922.661
1673404140000,3922.396,3922.956,3922.396,3922.902
1673404200000,3923.14,3923.14,3922.412,3922.706
1673404260000,3922.535,3922.908,3922.406,3922.908
1673404320000,3923.158,3923.399,3922.399,3922.399
1673404380000,3922.661,3922.661,3922.14,3922.14
1673404440000,3922.288,3922.662,3922.14,3922.409
1673404500000,3922.288,3922.418,3921.903,3922.171
1673404560000,3922.288,3922.415,3921.672,3921.726
1673404620000,3921.783,3922.15,3921.783,3921.9
1673404680000,3921.795,3921.966,3921.418,3921.418
1673404740000,3921.665,3921.666,3921.4,3921.422
1673404800000,3921.226,3921.675,3921.226,3921.428
1673404860000,3921.539,3921.916,3921.539,3921.726
1673404920000,3921.786,3921.931,3921.41,3921.476
1673404980000,3921.305,3921.476,3920.919,3921.055
1673405040000,3920.91,3921.175,3920.91,3921.169
1673405100000,3921.048,3921.048,3920.67,3920.67
1673405160000,3920.793,3920.986,3920.682,3920.682
1673405220000,3920.438,3920.476,3919.941,3919.941
1673405280000,3919.796,3920.236,3919.688,3919.996
1673405340000,3919.828,3919.939,3919.702,3919.708
1673405400000,3919.942,3920.163,3919.67,3919.976
1673405460000,3920.181,3920.226,3919.91,3920.163
1673405520000,3920.04,3920.16,3919.913,3919.922
1673405580000,3919.685,3919.941,3919.685,3919.932
1673405640000,3919.8,3920.191,3919.8,3920.052
1673405700000,3919.932,3920.441,3919.685,3919.685
1673405760000,3919.926,3920.176,3919.445,3919.445
1673405820000,3919.438,3919.682,3919.429,3919.67
1673405880000,3919.928,3919.938,3919.67,3919.67
1673405940000,3919.486,3919.736,3919.429,3919.432
1673406000000,3919.793,3919.793,3919.432,3919.432
1673406060000,3919.682,3920.419,3919.682,3920.416
1673406120000,3920.678,3920.678,3920.41,3920.41
1673406180000,3920.54,3920.976,3920.431,3920.669
1673406240000,3920.476,3920.476,3920.476,3920.476
1673406300000,3920.663,3920.663,3920.41,3920.431
1673406360000,3920.173,3920.173,3919.42,3919.42
1673406420000,3919.496,3919.736,3919.423,3919.736
1673406480000,3919.68,3919.68,3919.451,3919.451
1673406540000,3919.331,3919.331,3918.708,3918.708
1673406600000,3918.819,3918.958,3917.959,3918.449
1673406660000,3918.702,3918.711,3918.455,3918.699
1673406720000,3918.746,3918.746,3918.626,3918.626
1673406780000,3918.689,3918.711,3918.19,3918.711
1673406840000,3918.443,3918.443,3917.968,3917.968
1673406900000,3917.709,3918.573,3917.7,3918.443
1673406960000,3918.591,3918.756,3918.446,3918.452
1673407020000,3918.563,3918.705,3918.449,3918.693
1673407080000,3918.826,3919.211,3918.826,3918.946
1673407140000,3919.211,3919.455,3918.946,3919.44
1673407200000,3919.698,3919.698,3919.455,3919.455
1673407260000,3919.319,3919.458,3919.193,3919.458
1673407320000,3919.202,3919.446,3918.933,3918.996
1673407380000,3919.186,3919.698,3918.945,3919.689
1673407440000,3919.451,3919.451,3919.325,3919.442
1673407500000,3919.186,3919.575,3918.955,3919.44
1673407560000,3919.208,3919.443,3919.19,3919.196
1673407620000,3918.961,3919.256,3918.94,3918.94
1673407680000,3919.091,3919.136,3918.94,3918.952
1673407740000,3918.952,3918.952,3918.952,3918.952
1673407800000,3919.199,3919.696,3919.199,3919.696
1673407860000,3919.949,3920.436,3919.949,3920.189
1673407920000,3920.445,3920.445,3920.195,3920.195
1673407980000,3920.072,3920.448,3920.072,3920.448
1673408040000,3920.68,3920.68,3920.68,3920.68
1673408100000,3920.496,3920.698,3920.202,3920.331
1673408160000,3920.196,3920.43,3920.196,3920.43
1673408220000,3920.581,3920.695,3920.445,3920.695
1673408280000,3920.439,3920.439,3920.439,3920.439
1673408340000,3920.196,3920.496,3920.193,3920.496
1673408400000,3920.683,3921.496,3920.442,3921.186
1673408460000,3921.179,3921.188,3920.43,3920.43
1673408520000,3920.556,3920.746,3920.201,3920.746
1673408580000,3920.496,3920.92,3920.496,3920.92
1673408640000,3921.173,3921.236,3920.923,3920.986
1673408700000,3920.8,3920.8,3920.746,3920.746
1673408760000,3920.568,3920.701,3920.43,3920.448
1673408820000,3920.316,3920.445,3920.183,3920.436
1673408880000,3920.316,3920.448,3920.183,3920.186
1673408940000,3919.81,3920.006,3919.708,3919.943
1673409000000,3919.819,3919.955,3919.693,3919.955
1673409060000,3920.195,3920.195,3919.961,3919.961
1673409120000,3920.186,3920.328,3919.952,3919.952
1673409180000,3919.699,3919.699,3919.699,3919.699
1673409240000,3919.44,3919.472,3919.205,3919.472
1673409300000,3919.703,3920.221,3919.583,3920.2
1673409360000,3920.098,3920.215,3919.971,3920.215
1673409420000,3920.45,3921.446,3920.45,3921.202
1673409480000,3920.946,3921.449,3920.946,3921.443
1673409540000,3921.202,3921.506,3920.946,3920.946
1673409600000,3921.202,3921.506,3921.202,3921.208
1673409660000,3920.943,3920.961,3920.693,3920.705
1673409720000,3920.443,3920.708,3920.218,3920.458
1673409780000,3920.386,3920.446,3920.335,3920.44
1673409840000,3920.323,3920.323,3920.206,3920.206
1673409900000,3919.953,3920.266,3919.953,3919.956
1673409960000,3920.076,3920.693,3919.95,3920.693
1673410020000,3920.943,3921.078,3920.69,3920.958
1673410080000,3921.081,3921.695,3920.949,3921.689
1673410140000,3921.93,3922.189,3921.683,3922.186
1673410200000,3922.06,3922.201,3921.93,3921.942
1673410260000,3921.813,3921.951,3921.695,3921.696
1673410320000,3921.826,3922.196,3921.699,3922.196
1673410380000,3922.081,3922.256,3921.961,3922.199
1673410440000,3921.943,3922.943,3921.943,3922.69
1673410500000,3922.44,3922.44,3921.721,3921.721
1673410560000,3921.971,3922.206,3921.721,3922.206
1673410620000,3922.443,3922.693,3922.209,3922.446
1673410680000,3922.221,3922.335,3921.959,3922.016
1673410740000,3921.896,3921.965,3921.836,3921.959
1673410800000,3922.215,3922.215,3921.95,3921.95
1673410860000,3921.715,3921.715,3921.225,3921.276
1673410920000,3921.348,3921.766,3921.216,3921.463
1673410980000,3921.228,3921.466,3921.228,3921.46
1673411040000,3921.231,3921.516,3921.203,3921.203
1673411100000,3921.146,3921.231,3920.962,3920.963
1673411160000,3920.716,3920.969,3920.716,3920.969
1673411220000,3920.843,3920.966,3919.985,3920.232
1673411280000,3920.111,3920.232,3919.985,3920.232
1673411340000,3920.112,3920.346,3920.1,3920.225
1673411400000,3920.34,3921.228,3920.34,3920.963
1673411460000,3920.849,3921.09,3920.849,3921.09
1673411520000,3921.21,3921.225,3920.972,3920.975
1673411580000,3919.97,3920.469,3919.97,3920.225
1673411640000,3920.463,3920.472,3920.21,3920.343
1673411700000,3920.481,3920.728,3920.478,3920.485
1673411760000,3920.226,3920.479,3919.856,3920.479
1673411820000,3920.365,3920.47,3920.232,3920.241
1673411880000,3920.482,3920.726,3920.482,3920.726
1673411940000,3920.988,3921.225,3920.738,3921.225
1673412000000,3921.406,3921.469,3920.723,3920.729
1673412060000,3920.843,3921.216,3920.729,3920.97
1673412120000,3920.726,3920.991,3920.726,3920.985
1673412180000,3920.786,3921.232,3920.786,3920.985
1673412240000,3920.735,3921.036,3920.735,3920.979
1673412300000,3920.729,3920.991,3920.729,3920.991
1673412360000,3921.09,3921.09,3920.732,3920.732
1673412420000,3920.606,3920.606,3920.482,3920.482
1673412480000,3920.735,3920.735,3920.296,3920.296
1673412540000,3920.106,3920.296,3919.989,3920.046
1673412600000,3920.236,3920.729,3919.986,3920.729
1673412660000,3920.729,3920.729,3920.729,3920.729
1673412720000,3920.976,3921.156,3920.976,3920.982
1673412780000,3920.992,3920.992,3920.733,3920.989
1673412840000,3920.739,3920.98,3920.735,3920.735
1673412900000,3920.485,3920.546,3920.485,3920.488
1673412960000,3920.486,3920.486,3920.486,3920.486
1673413020000,3920.486,3920.486,3920.486,3920.486
1673413080000,3920.6,3920.738,3920.492,3920.735
1673413140000,3921.036,3921.235,3920.982,3920.982
1673413200000,3920.871,3921.238,3920.72,3920.741
1673413260000,3920.976,3920.988,3920.72,3920.72
1673413320000,3920.859,3920.859,3920.726,3920.733
1673413380000,3920.619,3920.619,3919.986,3919.986
1673413440000,3919.751,3919.98,3919.745,3919.745
1673413500000,3919.625,3919.755,3919.49,3919.505
1673413560000,3919.743,3920.22,3919.743,3920.22
1673413620000,3920.296,3920.492,3920.001,3920.233
1673413680000,3920.36,3920.501,3920.242,3920.498
1673413740000,3920.426,3920.989,3920.375,3920.546
1673413800000,3920.742,3920.796,3920.483,3920.618
1673413860000,3920.736,3921.046,3920.492,3920.865
1673413920000,3921.001,3921.001,3920.745,3920.859
1673413980000,3920.989,3921.286,3920.856,3921.286
1673414040000,3921.233,3921.233,3921.233,3921.233
1673414100000,3921.046,3921.046,3920.499,3920.743
1673414160000,3921.008,3921.008,3920.749,3920.749
1673414220000,3920.936,3921.008,3920.74,3921.008
1673414280000,3920.936,3921.008,3920.74,3921.008
1673414340000,3921.255,3921.306,3920.99,3920.99
1673414400000,3921.246,3921.306,3921.008,3921.008
1673414460000,3921.11,3921.258,3920.999,3921.005
1673414520000,3920.761,3920.761,3920.5,3920.686
1673414580000,3920.758,3920.993,3920.518,3920.993
1673414640000,3920.761,3921.005,3920.512,3920.743
1673414700000,3920.99,3921.005,3920.518,3920.752
1673414760000,3920.515,3920.515,3920.021,3920.265
1673414820000,3920.521,3920.521,3920.259,3920.259
1673414880000,3920.139,3920.768,3920.139,3920.768
1673414940000,3920.566,3921.23,3920.246,3921.23
1673415000000,3921.258,3921.629,3921.24,3921.255
1673415060000,3921.505,3922.008,3921.505,3921.761
1673415120000,3922.011,3922.011,3921.556,3921.752
1673415180000,3921.98,3922.011,3921.505,3921.505
1673415240000,3921.758,3922.056,3921.619,3922.056
1673415300000,3921.891,3922.261,3921.752,3922.002
1673415360000,3922.125,3922.296,3921.74,3921.875
1673415420000,3921.999,3922.248,3921.496,3922.005
1673415480000,3922.236,3922.245,3921.996,3922.056
1673415540000,3921.755,3922.008,3921.755,3922.002
1673415600000,3921.761,3922.258,3921.761,3922.24
1673415660000,3921.999,3922.24,3921.752,3921.999
1673415720000,3921.875,3922.255,3921.505,3922.255
1673415780000,3922.011,3923.046,3922.011,3922.796
1673415840000,3922.989,3924.473,3922.989,3924.229
1673415900000,3924.34,3924.491,3923.72,3923.732
1673415960000,3923.48,3923.726,3923.245,3923.483
1673416020000,3923.248,3923.72,3923.248,3923.72
1673416080000,3923.976,3923.976,3923.48,3923.501
1673416140000,3923.248,3923.751,3923.046,3923.751
1673416200000,3923.859,3924.238,3923.736,3923.982
1673416260000,3923.748,3923.985,3923.473,3923.473
1673416320000,3923.359,3923.498,3922.761,3922.761
1673416380000,3922.992,3922.992,3922.505,3922.751
1673416440000,3922.743,3922.743,3921.503,3922.008
1673416500000,3922.141,3922.511,3921.882,3922.008
1673416560000,3921.888,3922.066,3921.63,3921.768
1673416620000,3921.63,3921.765,3921.503,3921.503
1673416680000,3921.265,3921.518,3921.259,3921.265
1673416740000,3921.012,3921.271,3921,3921.268
1673416800000,3921.506,3921.753,3921.009,3921.326
1673416860000,3921.268,3921.509,3920.5,3920.753
1673416920000,3920.636,3921.316,3920.5,3921.009
1673416980000,3920.753,3922.24,3920.753,3922.24
1673417040000,3922.12,3922.49,3922.12,3922.252
1673417100000,3922.015,3922.261,3922.006,3922.009
1673417160000,3921.879,3922.268,3921.879,3922.261
1673417220000,3922.008,3922.748,3922.008,3922.499
1673417280000,3922.258,3922.493,3922.011,3922.258
1673417340000,3922.126,3922.249,3921.99,3922.056
1673417400000,3921.746,3922.008,3921.268,3921.749
1673417460000,3921.512,3921.761,3921.25,3921.761
1673417520000,3921.632,3922.005,3921.566,3921.771
1673417580000,3921.88,3922.018,3921.633,3921.99
1673417640000,3921.765,3922.008,3921.515,3921.515
1673417700000,3921.75,3922.508,3921.506,3922.243
1673417760000,3922.125,3922.252,3921.253,3921.255
1673417820000,3921.483,3921.501,3921.008,3921.011
1673417880000,3921.255,3921.493,3921.011,3921.493
1673417940000,3921.426,3921.511,3921.24,3921.261
1673418000000,3921.119,3921.556,3920.999,3921.011
1673418060000,3921.24,3921.248,3920.986,3921.239
1673418120000,3921.489,3921.489,3920.746,3920.746
1673418180000,3921.001,3921.001,3920.755,3920.873
1673418240000,3921.002,3921.002,3920.743,3920.993
1673418300000,3921.123,3921.258,3920.993,3921.249
1673418360000,3921.366,3921.511,3921.243,3921.243
1673418420000,3921.505,3921.806,3920.999,3921.252
1673418480000,3921.129,3921.129,3921.005,3921.005
1673418540000,3920.753,3920.753,3920.515,3920.515
1673418600000,3920.75,3920.996,3920.518,3920.993
1673418660000,3921.24,3921.502,3921.24,3921.502
1673418720000,3921.758,3922.296,3921.628,3922.011
1673418780000,3921.806,3921.806,3921.249,3921.249
1673418840000,3921.499,3921.505,3921.37,3921.505
1673418900000,3921.62,3922.005,3921.499,3921.752
1673418960000,3921.878,3921.878,3921.499,3921.499
1673419020000,3921.623,3921.629,3921.261,3921.261
1673419080000,3921.271,3921.37,3920.762,3920.768
1673419140000,3921.015,3921.502,3921.003,3921.259
1673419200000,3921.493,3921.505,3921.006,3921.006
1673419260000,3921.123,3921.123,3920.016,3920.269
1673419320000,3920.389,3920.762,3920.272,3920.762
1673419380000,3920.509,3920.509,3920.326,3920.326
1673419440000,3920.509,3920.509,3920.272,3920.272
1673419500000,3920.133,3920.133,3919.273,3919.763
1673419560000,3920.01,3920.142,3919.76,3919.773
1673419620000,3919.661,3919.788,3919.288,3919.782
1673419680000,3920.032,3920.032,3919.466,3919.846
1673419740000,3919.542,3919.798,3919.542,3919.798
1673419800000,3920.023,3920.836,3920.023,3920.655
1673419860000,3920.535,3920.779,3920.273,3920.541
1673419920000,3920.539,3920.596,3920.286,3920.546
1673419980000,3920.302,3920.555,3920.302,3920.555
1673420040000,3920.795,3920.795,3920.293,3920.293
1673420100000,3920.163,3920.311,3919.802,3919.802
1673420160000,3920.046,3920.299,3919.549,3919.552
1673420220000,3919.685,3919.811,3918.812,3918.812
1673420280000,3918.745,3918.988,3918.245,3918.745
1673420340000,3918.621,3918.621,3917.986,3918.248
1673420400000,3918.001,3918.046,3916.769,3917.521
1673420460000,3917.271,3917.271,3916.266,3916.281
1673420520000,3916.041,3916.826,3915.029,3915.282
1673420580000,3915.032,3915.773,3914.662,3915.52
1673420640000,3915.409,3915.902,3914.782,3915.336
1673420700000,3915.421,3915.836,3914.033,3914.346
1673420760000,3914.175,3914.548,3913.106,3914.295
1673420820000,3914.172,3914.596,3913.173,3913.308
1673420880000,3913.555,3914.346,3913.04,3914.346
1673420940000,3914.226,3914.903,3914.052,3914.903
1673421000000,3914.801,3914.846,3914.036,3914.036
1673421060000,3913.789,3914.286,3913.308,3913.798
1673421120000,3913.545,3914.036,3913.046,3913.548
1673421180000,3913.789,3914.356,3913.78,3913.811
1673421240000,3913.685,3914.311,3913.236,3913.318
1673421300000,3913.188,3914.046,3913.053,3913.796
1673421360000,3914.04,3914.356,3913.553,3914.176
1673421420000,3914.311,3914.311,3913.303,3913.303
1673421480000,3913.432,3913.811,3913.059,3913.366
1673421540000,3913.116,3913.821,3913.065,3913.616
1673421600000,3913.682,3914.293,3913.366,3914.061
1673421660000,3914.17,3914.302,3913.195,3913.309
1673421720000,3913.192,3913.818,3913.056,3913.806
1673421780000,3913.616,3914.302,3913.55,3913.55
1673421840000,3913.812,3914.606,3913.812,3914.606
1673421900000,3914.305,3914.356,3913.803,3914.173
1673421960000,3914.053,3914.302,3913.8,3914.056
1673422020000,3914.356,3914.606,3914.056,3914.063
1673422080000,3914.322,3915.06,3914.05,3914.563
1673422140000,3914.458,3914.876,3914.323,3914.355
1673422200000,3914.102,3915.085,3914.102,3914.851
1673422260000,3914.706,3914.836,3914.08,3914.598
1673422320000,3914.471,3914.601,3913.855,3914.586
1673422380000,3914.842,3915.339,3914.833,3914.848
1673422440000,3914.608,3915.836,3914.593,3915.836
1673422500000,3916.098,3916.146,3915.605,3916.146
1673422560000,3915.975,3916.083,3915.605,3915.845
1673422620000,3915.59,3915.851,3915.343,3915.599
1673422680000,3915.406,3915.848,3915.346,3915.593
1673422740000,3915.728,3915.896,3915.346,3915.346
1673422800000,3915.102,3915.84,3915.102,3915.349
1673422860000,3915.472,3916.089,3915.096,3915.84
1673422920000,3915.602,3916.089,3915.093,3915.593
1673422980000,3915.858,3915.858,3915.099,3915.102
1673423040000,3915.352,3916.116,3915.09,3915.619
1673423100000,3915.426,3915.619,3914.87,3915.132
1673423160000,3915.246,3915.676,3915.126,3915.258
1673423220000,3915.12,3915.631,3914.876,3915.369
1673423280000,3915.392,3915.645,3915.38,3915.38
1673423340000,3915.633,3915.686,3915.126,3915.373
1673423400000,3915.25,3915.388,3914.398,3914.636
1673423460000,3914.886,3914.898,3914.383,3914.389
1673423520000,3914.133,3915.186,3914.133,3915.003
1673423580000,3915.12,3915.141,3914.382,3914.623
1673423640000,3914.759,3915.373,3914.62,3915.12
1673423700000,3915.006,3915.151,3914.639,3915.148
1673423760000,3915.018,3915.139,3914.63,3914.645
1673423820000,3914.513,3914.696,3914.133,3914.145
1673423880000,3914.266,3914.642,3913.899,3914.642
1673423940000,3914.655,3914.655,3913.899,3914.14
1673424000000,3914.016,3916.138,3913.893,3915.626
1673424060000,3915.771,3916.436,3915.021,3916.021
1673424120000,3916.145,3917.616,3915.386,3917.375
1673424180000,3917.501,3918.426,3917.126,3918.426
1673424240000,3918.621,3918.621,3917.863,3918.353
1673424300000,3918.603,3918.868,3917.631,3918.618
1673424360000,3918.416,3920.156,3918.103,3920.096
1673424420000,3919.855,3920.105,3918.116,3918.976
1673424480000,3919.109,3919.118,3916.666,3917.09
1673424540000,3916.859,3918.965,3916.859,3918.836
1673424600000,3918.589,3919.693,3918.33,3919.591
1673424660000,3919.81,3920.079,3919.08,3919.386
1673424720000,3919.208,3919.208,3918.471,3918.826
1673424780000,3918.971,3919.809,3918.7,3919.442
1673424840000,3919.312,3920.068,3918.942,3919.17
1673424900000,3919.309,3919.423,3918.683,3918.683
1673424960000,3918.866,3919.312,3918.55,3919.312
1673425020000,3919.42,3920.061,3919.05,3919.81
1673425080000,3919.56,3919.689,3918.2,3918.338
1673425140000,3918.221,3918.386,3917.586,3918.082
1673425200000,3917.823,3918.563,3917.583,3918.073
1673425260000,3918.328,3918.328,3916.583,3916.718
1673425320000,3916.851,3916.851,3915.102,3915.833
1673425380000,3915.731,3915.836,3915.333,3915.349
1673425440000,3915.536,3915.776,3915.036,3915.608
1673425500000,3915.488,3915.861,3914.979,3915.241
1673425560000,3915.102,3916.089,3914.853,3915.845
1673425620000,3915.58,3916.351,3915.09,3915.969
1673425680000,3915.84,3917.94,3915.84,3917.829
1673425740000,3917.69,3917.829,3916.83,3916.836
1673425800000,3916.646,3917.386,3916.589,3916.848
1673425860000,3916.971,3917.636,3915.35,3915.656
1673425920000,3915.485,3916.111,3915.359,3915.858
1673425980000,3915.72,3915.861,3914.666,3914.856
1673426040000,3914.796,3914.796,3914.103,3914.106
1673426100000,3913.862,3915.105,3913.862,3915.105
1673426160000,3915.216,3915.656,3914.656,3915.099
1673426220000,3915.228,3915.348,3914.58,3915.2
1673426280000,3915.089,3916.092,3915.089,3916.092
1673426340000,3915.896,3916.851,3915.845,3916.851
1673426400000,3916.7,3917.32,3916.095,3916.469
1673426460000,3916.396,3916.592,3915.093,3915.093
1673426520000,3915.396,3915.861,3914.859,3915.861
1673426580000,3915.608,3916.406,3915.602,3916.406
1673426640000,3916.156,3916.361,3915.59,3915.59
1673426700000,3915.858,3916.646,3915.858,3916.108
1673426760000,3916.228,3916.605,3916.093,3916.346
1673426820000,3916.593,3917.611,3916.276,3917.599
1673426880000,3917.406,3917.406,3916.34,3916.34
1673426940000,3916.656,3916.731,3916.22,3916.593
1673427000000,3916.603,3916.985,3915.878,3916.985
1673427060000,3917.112,3917.352,3916.603,3916.603
1673427120000,3916.85,3917.406,3916.368,3916.368
1673427180000,3916.483,3917.118,3916.116,3916.116
1673427240000,3915.989,3916.501,3915.372,3916.362
1673427300000,3916.6,3917.358,3916.6,3917.121
1673427360000,3916.862,3916.985,3916.103,3916.618
