v,vw,o,c,h,l,t,n
37731,133.356,133.36,133.315,133.39,133.31,1673632200000,651
39873,133.3293,133.32,133.3399,133.37,133.29,1673632260000,697
29304,133.3512,133.34,133.36,133.3757,133.33,1673632320000,612
51778,133.3677,133.36,133.3573,133.39,133.335,1673632380000,825
80627,133.3733,133.36,133.385,133.395,133.345,1673632440000,860
68110,133.3761,133.385,133.385,133.4,133.345,1673632500000,774
201261,133.5331,133.39,133.565,133.6,133.39,1673632560000,1585
88603,133.5032,133.565,133.485,133.565,133.46,1673632620000,737
67756,133.4447,133.485,133.44,133.49,133.4,1673632680000,601
76025,133.5072,133.465,133.539,133.55,133.4501,1673632740000,660
57505,133.5274,133.54,133.5249,133.5612,133.49,1673632800000,624
56307,133.5245,133.525,133.555,133.57,133.469,1673632860000,655
47401,133.4844,133.54,133.4799,133.555,133.44,1673632920000,664
48287,133.4904,133.4701,133.5,133.52,133.47,1673632980000,632
93146,133.4488,133.5,133.37,133.5099,133.355,1673633040000,1014
88199,133.3508,133.38,133.38,133.39,133.3,1673633100000,804
59233,133.3708,133.39,133.3843,133.42,133.335,1673633160000,720
46245,133.3871,133.3809,133.38,133.4105,133.36,1673633220000,573
50152,133.3665,133.38,133.4099,133.415,133.3203,1673633280000,613
45838,133.4191,133.41,133.4101,133.45,133.39,1673633340000,584
91969,133.4716,133.41,133.475,133.485,133.41,1673633400000,860
67914,133.4838,133.4709,133.525,133.54,133.43,1673633460000,723
97156,133.5615,133.525,133.565,133.61,133.51,1673633520000,912
61311,133.5104,133.57,133.475,133.5732,133.455,1673633580000,801
57484,133.476,133.4701,133.475,133.505,133.442,1673633640000,675
113173,133.4334,133.48,133.41,133.505,133.36,1673633700000,1183
69707,133.3918,133.4149,133.415,133.44,133.34,1673633760000,868
88911,133.3977,133.41,133.38,133.445,133.34,1673633820000,896
95945,133.448,133.399,133.485,133.485,133.39,1673633880000,922
86981,133.4769,133.49,133.45,133.53,133.44,1673633940000,919
98742,133.3985,133.445,133.38,133.475,133.34,1673634000000,986
57026,133.4401,133.39,133.495,133.5,133.3808,1673634060000,788
51155,133.4629,133.49,133.45,133.495,133.41,1673634120000,722
46915,133.4566,133.44,133.49,133.491,133.42,1673634180000,584
86173,133.5016,133.485,133.5424,133.55,133.46,1673634240000,931
88020,133.5944,133.5433,133.64,133.6599,133.52,1673634300000,1011
87215,133.6392,133.63,133.6,133.69,133.595,1673634360000,871
80366,133.6552,133.6016,133.67,133.69,133.6016,1673634420000,701
67380,133.6758,133.67,133.665,133.71,133.65,1673634480000,609
55160,133.6388,133.665,133.645,133.67,133.61,1673634540000,583
105761,133.7181,133.66,133.78,133.7812,133.63,1673634600000,1170
51069,133.7583,133.7724,133.773,133.78,133.7219,1673634660000,715
83417,133.8045,133.78,133.8212,133.85,133.77,1673634720000,813
55550,133.7915,133.8243,133.81,133.83,133.76,1673634780000,621
119935,133.8515,133.815,133.8817,133.89,133.8049,1673634840000,957
91623,133.8403,133.88,133.8162,133.89,133.805,1673634900000,826
81610,133.8038,133.81,133.7901,133.83,133.78,1673634960000,745
42932,133.8031,133.79,133.81,133.83,133.77,1673635020000,596
81037,133.8518,133.8108,133.8632,133.87,133.8108,1673635080000,797
391276,133.9844,133.87,134.025,134.045,133.86,1673635140000,2817
176053,134.0753,134.035,134.1449,134.1676,134.01,1673635200000,1424
173944,134.1783,134.145,134.17,134.2099,134.145,1673635260000,1386
138120,134.1945,134.17,134.22,134.23,134.15,1673635320000,1221
243516,134.2606,134.215,134.18,134.33,134.17,1673635380000,1865
119996,134.1842,134.1811,134.175,134.2,134.13,1673635440000,1259
112015,134.1398,134.17,134.06,134.19,134.06,1673635500000,1183
91252,134.1478,134.07,134.215,134.2201,134.0613,1673635560000,875
79592,134.2465,134.22,134.215,134.28,134.215,1673635620000,829
93775,134.2742,134.225,134.2999,134.3,134.2113,1673635680000,893
173006,134.3261,134.3,134.285,134.38,134.28,1673635740000,1217
109701,134.2797,134.2814,134.3,134.3099,134.245,1673635800000,898
130579,134.279,134.295,134.19,134.34,134.17,1673635860000,1311
114869,134.1834,134.17,134.2192,134.25,134.13,1673635920000,846
52172,134.2408,134.215,134.235,134.27,134.2101,1673635980000,618
67342,134.2034,134.235,134.185,134.24,134.16,1673636040000,833
42048,134.1697,134.1899,134.145,134.1948,134.14,1673636100000,630
57888,134.1303,134.15,134.14,134.16,134.11,1673636160000,775
114830,134.1567,134.135,134.18,134.22,134.12,1673636220000,865
55832,134.1495,134.18,134.105,134.2,134.1,1673636280000,662
102510,134.1044,134.1018,134.1365,134.1581,134.07,1673636340000,841
106276,134.1582,134.14,134.155,134.2,134.1179,1673636400000,864
76754,134.2068,134.175,134.22,134.23,134.165,1673636460000,776
66070,134.1896,134.2175,134.16,134.225,134.1401,1673636520000,721
130713,134.0732,134.1611,134.0599,134.165,134.02,1673636580000,1189
120709,134.0676,134.06,134.1,134.13,134.03,1673636640000,1139
76819,134.1221,134.1001,134.115,134.16,134.07,1673636700000,776
107464,134.0344,134.1182,134.0256,134.1182,133.99,1673636760000,911
53019,134.0446,134.025,134.0434,134.075,134.02,1673636820000,746
82523,133.9991,134.04,133.985,134.045,133.96,1673636880000,894
129902,133.951,133.99,133.925,133.99,133.91,1673636940000,1208
105379,133.9493,133.9201,133.98,134.0011,133.89,1673637000000,954
98626,134.0275,133.98,134.065,134.08,133.98,1673637060000,762
92332,134.0708,134.065,134.065,134.11,134.0414,1673637120000,720
69125,134.0496,134.07,134.04,134.088,134.0194,1673637180000,554
30555,134.0625,134.05,134.0611,134.08,134.03,1673637240000,583
125619,134.1509,134.07,134.175,134.21,134.07,1673637300000,1144
78156,134.1762,134.17,134.181,134.21,134.12,1673637360000,833
81343,134.1587,134.1801,134.1799,134.191,134.1,1673637420000,792
78606,134.1754,134.175,134.1571,134.2,134.14,1673637480000,892
95427,134.107,134.155,134.09,134.1694,134.06,1673637540000,851
96732,134.0612,134.1,134.04,134.11,134.025,1673637600000,1026
84357,134.0161,134.045,133.9955,134.06,133.98,1673637660000,841
97808,134.0014,134,134.06,134.06,133.9501,1673637720000,893
48273,134.0274,134.06,134.04,134.0699,134,1673637780000,558
101186,134.0535,134.04,134.09,134.09,134.02,1673637840000,901
97698,134.1024,134.085,134.14,134.15,134.06,1673637900000,898
105718,134.179,134.1332,134.18,134.2,134.13,1673637960000,928
105975,134.1877,134.1899,134.205,134.22,134.16,1673638020000,779
101067,134.2349,134.2,134.265,134.28,134.1901,1673638080000,904
68798,134.235,134.2699,134.2457,134.2699,134.2165,1673638140000,687
148359,134.3245,134.25,134.3399,134.3799,134.25,1673638200000,1530
148189,134.3717,134.335,134.38,134.41,134.325,1673638260000,1242
124680,134.3667,134.382,134.31,134.42,134.3,1673638320000,972
103009,134.2459,134.305,134.23,134.31,134.18,1673638380000,978
64679,134.2739,134.25,134.265,134.309,134.24,1673638440000,536
62151,134.2384,134.255,134.21,134.3,134.19,1673638500000,675
97623,134.1467,134.205,134.13,134.205,134.12,1673638560000,901
71904,134.1619,134.135,134.2,134.21,134.11,1673638620000,749
112537,134.2009,134.2,134.26,134.26,134.16,1673638680000,971
87502,134.2551,134.2599,134.285,134.2984,134.215,1673638740000,811
59549,134.248,134.285,134.23,134.2893,134.22,1673638800000,620
97699,134.2105,134.225,134.1677,134.26,134.16,1673638860000,786
89088,134.1453,134.17,134.155,134.175,134.125,1673638920000,857
92853,134.1526,134.16,134.1826,134.19,134.13,1673638980000,826
45399,134.1507,134.1826,134.14,134.1899,134.13,1673639040000,587
108297,134.1367,134.1302,134.14,134.1772,134.12,1673639100000,927
109706,134.1169,134.1427,134.1501,134.16,134.07,1673639160000,885
102952,134.1894,134.16,134.175,134.21,134.145,1673639220000,881
108372,134.2178,134.18,134.2297,134.25,134.17,1673639280000,782
69298,134.1785,134.2299,134.1609,134.2299,134.13,1673639340000,685
86831,134.1215,134.16,134.075,134.1699,134.07,1673639400000,746
74360,134.0848,134.0717,134.0801,134.13,134.04,1673639460000,732
47424,134.1102,134.0871,134.1499,134.1499,134.08,1673639520000,682
57704,134.1294,134.148,134.13,134.15,134.11,1673639580000,771
126077,134.1373,134.14,134.1,134.2,134.07,1673639640000,1356
71590,134.1109,134.1,134.1712,134.175,134.06,1673639700000,827
74329,134.1655,134.1799,134.1716,134.2,134.14,1673639760000,664
36535,134.1661,134.17,134.16,134.19,134.145,1673639820000,507
51595,134.1602,134.16,134.155,134.18,134.14,1673639880000,514
53741,134.1576,134.16,134.1309,134.17,134.1309,1673639940000,631
99240,134.1626,134.14,134.14,134.2,134.13,1673640000000,809
85195,134.1477,134.15,134.13,134.185,134.12,1673640060000,741
144998,134.1363,134.13,134.17,134.17,134.08,1673640120000,845
116035,134.1956,134.1701,134.2,134.225,134.16,1673640180000,875
56143,134.2033,134.205,134.2228,134.23,134.16,1673640240000,669
55499,134.1668,134.225,134.129,134.225,134.12,1673640300000,696
42875,134.1134,134.1201,134.1085,134.155,134.07,1673640360000,648
62885,134.1055,134.105,134.115,134.14,134.08,1673640420000,640
86873,134.1509,134.1107,134.15,134.185,134.11,1673640480000,875
101591,134.189,134.15,134.24,134.25,134.13,1673640540000,1003
216703,134.2871,134.25,134.31,134.3399,134.24,1673640600000,1378
202810,134.2906,134.3201,134.22,134.39,134.2001,1673640660000,1845
70452,134.2579,134.21,134.29,134.3,134.2,1673640720000,671
48244,134.2665,134.29,134.285,134.295,134.245,1673640780000,658
73470,134.3269,134.285,134.295,134.375,134.28,1673640840000,808
63741,134.3167,134.2991,134.3,134.3475,134.28,1673640900000,705
113883,134.3222,134.31,134.33,134.36,134.28,1673640960000,1117
73249,134.3477,134.33,134.335,134.375,134.315,1673641020000,706
96079,134.379,134.331,134.382,134.4,134.331,1673641080000,973
92305,134.391,134.3899,134.37,134.4,134.355,1673641140000,905
119894,134.3871,134.3701,134.4099,134.41,134.36,1673641200000,1140
150684,134.4401,134.4013,134.47,134.49,134.4,1673641260000,1289
111962,134.4622,134.47,134.4701,134.49,134.435,1673641320000,1005
150367,134.4496,134.47,134.43,134.49,134.39,1673641380000,1407
64738,134.4385,134.42,134.435,134.47,134.41,1673641440000,835
90761,134.4515,134.43,134.49,134.49,134.415,1673641500000,913
199268,134.5043,134.485,134.5324,134.54,134.4701,1673641560000,2020
84277,134.5082,134.53,134.47,134.54,134.47,1673641620000,907
62879,134.4777,134.47,134.485,134.495,134.46,1673641680000,725
114659,134.5581,134.48,134.605,134.61,134.48,1673641740000,1281
186406,134.5996,134.605,134.552,134.65,134.535,1673641800000,1442
129287,134.5958,134.56,134.61,134.64,134.55,1673641860000,1229
70169,134.5854,134.605,134.595,134.62,134.56,1673641920000,806
90233,134.6324,134.595,134.635,134.66,134.59,1673641980000,1041
112967,134.6498,134.63,134.62,134.69,134.62,1673642040000,1234
159695,134.6675,134.625,134.725,134.74,134.62,1673642100000,1770
182533,134.7588,134.73,134.765,134.8,134.69,1673642160000,1721
189939,134.7826,134.77,134.7617,134.8,134.73,1673642220000,1857
221422,134.7677,134.77,134.78,134.81,134.7,1673642280000,2004
197107,134.7976,134.775,134.87,134.875,134.75,1673642340000,1984
226131,134.8194,134.865,134.835,134.88,134.75,1673642400000,2121
148831,134.8201,134.84,134.82,134.85,134.78,1673642460000,1586
147556,134.817,134.827,134.815,134.86,134.79,1673642520000,1517
222774,134.8516,134.815,134.83,134.92,134.77,1673642580000,2047
125489,134.8326,134.85,134.825,134.88,134.78,1673642640000,1412
181081,134.7532,134.815,134.72,134.815,134.69,1673642700000,1886
131644,134.6893,134.72,134.67,134.73,134.66,1673642760000,1199
178223,134.619,134.67,134.6,134.675,134.57,1673642820000,1766
133031,134.5851,134.595,134.57,134.66,134.53,1673642880000,1424
147155,134.6165,134.57,134.6609,134.67,134.56,1673642940000,1561
194887,134.5789,134.66,134.552,134.69,134.49,1673643000000,2291
146053,134.5577,134.56,134.5453,134.59,134.525,1673643060000,1534
182191,134.5564,134.55,134.575,134.59,134.53,1673643120000,1880
144027,134.514,134.565,134.5069,134.58,134.46,1673643180000,1750
302149,134.5819,134.505,134.59,134.66,134.49,1673643240000,2841
341492,134.6812,134.58,134.7101,134.73,134.58,1673643300000,3297
265469,134.7175,134.71,134.705,134.75,134.69,1673643360000,2415
260792,134.7246,134.705,134.775,134.78,134.67,1673643420000,2551
370124,134.7705,134.77,134.74,134.8,134.73,1673643480000,3578
1274968,134.744,134.735,134.7,134.83,134.67,1673643540000,8918
1395069,134.7595,134.7,134.74,134.76,134.68,1673643600000,194
5641,134.7171,134.73,134.72,134.73,134.68,1673643660000,97
21742,134.7085,134.72,134.68,134.78,134.66,1673643720000,92
12000,134.6416,134.67,134.62,134.67,134.62,1673643780000,89
5273,134.6029,134.62,134.56,134.62,134.56,1673643840000,55
4161,134.5588,134.56,134.55,134.6,134.54,1673643900000,65
41583,134.7523,134.57,134.57,134.76,134.57,1673643960000,44
48491,134.7451,134.76,134.56,134.76,134.51,1673644020000,62
14628,134.6875,134.52,134.53,134.76,134.5,1673644080000,48
2723,134.6956,134.55,134.57,134.76,134.55,1673644140000,28
29091,134.7184,134.55,134.51,134.745,134.51,1673644200000,53
2228,134.5346,134.54,134.57,134.57,134.5101,1673644260000,28
2042,134.5535,134.57,134.55,134.57,134.5405,1673644320000,49
4589,134.5221,134.5574,134.5,134.56,134.5,1673644380000,69
5121,134.4494,134.48,134.42,134.48,134.42,1673644440000,61
3552,134.4362,134.46,134.47,134.47,134.42,1673644500000,51
2853,134.454,134.46,134.44,134.47,134.44,1673644560000,37
3709,135.4472,134.44,134.47,134.47,134.43,1673644620000,22
400,134.4646,134.46,134.46,134.46,134.46,1673644680000,20
776,134.4792,134.48,134.49,134.49,134.48,1673644740000,27
1096,134.4856,134.49,134.5,134.5,134.49,1673644800000,46
5300,134.5327,134.51,134.5,134.5574,134.5,1673644860000,52
512,134.5073,134.5,134.53,134.53,134.5,1673644920000,20
618,134.51,134.51,134.51,134.51,134.51,1673644980000,17
1517,134.5094,134.51,134.52,134.52,134.5,1673645040000,29
1122,134.5458,134.52,134.58,134.58,134.52,1673645100000,32
3269,134.5687,134.57,134.5791,134.5791,134.55,1673645160000,25
686,134.5753,134.58,134.58,134.58,134.57,1673645220000,27
1271,134.55,134.55,134.55,134.55,134.55,1673645280000,27
283,134.5554,134.55,134.55,134.55,134.55,1673645340000,25
900,134.565,134.55,134.5876,134.5876,134.54,1673645400000,23
3135,134.528,134.54,134.5201,134.54,134.51,1673645460000,38
1488,134.555,134.53,134.58,134.58,134.53,1673645520000,24
1690,134.569,134.62,134.56,134.62,134.55,1673645580000,31
32853,134.7564,134.76,134.56,134.76,134.56,1673645640000,33
5152,134.5712,134.58,134.58,134.58,134.56,1673645700000,52
6613,134.5898,134.59,134.59,134.59,134.59,1673645760000,30
179,134.5811,134.59,134.59,134.59,134.59,1673645820000,16
837,134.5881,134.5899,134.59,134.59,134.5899,1673645880000,26
1102,134.6092,134.6,134.59,134.63,134.59,1673645940000,35
840,134.6382,134.64,134.64,134.64,134.64,1673646060000,31
292,134.6587,134.66,134.66,134.66,134.66,1673646180000,19
1694,134.6126,134.64,134.6,134.64,134.6,1673646240000,33
583,134.5958,134.6,134.59,134.6,134.59,1673646300000,22
1194,134.5934,134.6,134.6,134.6,134.6,1673646360000,23
1370,134.5771,134.57,134.58,134.58,134.57,1673646420000,24
621,134.5784,134.5784,134.58,134.58,134.5784,1673646480000,24
453,134.575,134.58,134.58,134.58,134.57,1673646540000,25
210,134.566,134.56,134.56,134.56,134.56,1673646600000,20
4896,134.5701,134.56,134.59,134.59,134.56,1673646660000,47
2898,134.5963,134.57,134.6,134.6,134.57,1673646720000,37
143,134.5932,134.6,134.6,134.6,134.6,1673646780000,19
269,134.5817,134.59,134.59,134.59,134.59,1673646840000,18
2530,134.5859,134.5891,134.57,134.59,134.57,1673646900000,26
351,134.586,134.59,134.59,134.59,134.59,1673646960000,28
8961,134.5979,134.58,134.6,134.61,134.58,1673647020000,53
544,134.6197,134.63,134.62,134.63,134.6,1673647080000,17
2330,134.5622,134.63,134.52,134.63,134.51,1673647140000,52
2368,134.6196,134.59,134.63,134.63,134.59,1673647200000,26
370,134.5769,134.55,134.55,134.55,134.55,1673647320000,18
520,134.553,134.55,134.55,134.55,134.55,1673647380000,18
625,134.5972,134.6,134.6,134.6,134.5991,1673647620000,19
425,134.5788,134.56,134.6,134.6,134.56,1673647740000,15
584,134.5764,134.5986,134.5583,134.6,134.5583,1673647800000,14
256,134.5881,134.59,134.59,134.59,134.59,1673647860000,18
192,134.5604,134.56,134.56,134.56,134.56,1673647980000,6
1183,134.4774,134.58,134.58,134.58,134.58,1673648040000,20
270,134.5986,134.5995,134.5995,134.5995,134.5995,1673648340000,9
412,134.6072,134.6,134.61,134.61,134.6,1673648460000,11
2096,134.62,134.62,134.62,134.62,134.62,1673648520000,19
1146,134.6182,134.62,134.61,134.62,134.61,1673648580000,18
661,134.6089,134.61,134.61,134.61,134.61,1673648700000,17
253,134.6034,134.61,134.61,134.61,134.61,1673648760000,21
4062,134.5994,134.61,134.57,134.61,134.57,1673648820000,34
724,134.5677,134.57,134.57,134.57,134.57,1673648880000,19
1401,134.5236,134.53,134.52,134.53,134.52,1673648940000,20
151,134.5452,134.5426,134.5426,134.5426,134.5426,1673649120000,15
1221,134.5889,134.6,134.54,134.6,134.54,1673649180000,13
130,134.537,134.53,134.53,134.53,134.53,1673649240000,11
2133,134.5529,134.57,134.57,134.57,134.53,1673649900000,15
415,134.5582,134.56,134.56,134.56,134.56,1673650080000,11
910,134.5697,134.57,134.57,134.57,134.57,1673650200000,26
264,134.5703,134.57,134.57,134.57,134.57,1673650260000,10
543,134.5715,134.5701,134.5701,134.5701,134.5701,1673650440000,15
254,134.5748,134.57,134.57,134.57,134.57,1673650500000,18
173,134.5868,134.59,134.59,134.59,134.59,1673650680000,10
337,134.583,134.58,134.59,134.59,134.58,1673650800000,9
509,134.5701,134.57,134.57,134.57,134.57,1673650920000,9
1661,134.5795,134.58,134.5799,134.58,134.5799,1673651220000,14
406,134.5502,134.55,134.55,134.55,134.55,1673651580000,7
152,134.5577,134.56,134.56,134.56,134.56,1673651640000,22
357,134.5517,134.55,134.55,134.55,134.55,1673651700000,12
265,134.5617,134.55,134.55,134.55,134.55,1673652060000,17
184,134.5605,134.55,134.55,134.55,134.55,1673652120000,15
124,134.5508,134.55,134.55,134.55,134.55,1673652180000,5
134,134.556,134.55,134.55,134.55,134.55,1673652300000,8
204,134.5508,134.55,134.55,134.55,134.55,1673652420000,3
383,134.5658,134.56,134.56,134.56,134.56,1673652600000,19
1355,134.5766,134.56,134.55,134.59,134.55,1673652660000,36
1850,134.5491,134.55,134.55,134.55,134.55,1673652720000,29
159,134.5432,134.55,134.55,134.55,134.55,1673653140000,27
386,134.5394,134.53,134.53,134.53,134.53,1673653200000,15
917,134.5201,134.52,134.5201,134.5201,134.52,1673653260000,10
421,134.5333,134.53,134.53,134.53,134.53,1673653440000,18
333,134.5667,134.59,134.59,134.59,134.59,1673653500000,11
1514,134.5632,134.59,134.55,134.59,134.55,1673653920000,12
444,134.55,134.55,134.5501,134.5501,134.55,1673653980000,18
404,134.5581,134.56,134.56,134.56,134.56,1673654340000,9
733,134.5345,134.53,134.53,134.53,134.53,1673654700000,12
235,134.5325,134.53,134.53,134.53,134.53,1673654760000,11
3239,134.5498,134.55,134.55,134.55,134.55,1673655000000,9
555,134.5726,134.58,134.58,134.58,134.58,1673655120000,18
518,134.5326,134.54,134.53,134.54,134.53,1673655480000,11
3464,134.5761,134.53,134.58,134.58,134.53,1673655540000,20
349,134.5605,134.56,134.56,134.56,134.56,1673655600000,8
686,134.5323,134.53,134.53,134.53,134.53,1673655780000,8
1177,134.5323,134.53,134.53,134.53,134.53,1673655840000,15
593,134.5309,134.53,134.53,134.53,134.53,1673655960000,15
2700,134.5348,134.53,134.55,134.55,134.53,1673656020000,19
508,134.5698,134.57,134.57,134.57,134.57,1673656080000,20
209,134.5696,134.57,134.57,134.57,134.57,1673656140000,7
965,134.5804,134.58,134.58,134.58,134.58,1673656320000,27
535,134.5801,134.58,134.58,134.58,134.58,1673656380000,9
1964,134.5535,134.56,134.55,134.56,134.55,1673656560000,18
2643,134.5499,134.55,134.55,134.55,134.55,1673656620000,26
374,134.5719,134.58,134.58,134.58,134.58,1673656680000,37
833,134.5701,134.56,134.58,134.58,134.56,1673656800000,16
856,134.5788,134.57,134.58,134.58,134.57,1673656920000,9
417,134.5777,134.58,134.58,134.58,134.58,1673656980000,18
566,134.5615,134.56,134.56,134.56,134.56,1673657040000,14
264,134.5636,134.56,134.56,134.56,134.56,1673657160000,15
3647,134.5922,134.57,134.6,134.6,134.57,1673657520000,39
1480,134.5447,134.56,134.54,134.56,134.54,1673657640000,27
546,134.5334,134.54,134.54,134.54,134.54,1673657700000,17
1428,134.5145,134.52,134.54,134.54,134.5,1673657760000,23
1369,134.5351,134.53,134.53,134.54,134.53,1673657820000,27
3395,134.5234,134.53,134.53,134.53,134.5,1673657880000,19
441,134.5356,134.55,134.55,134.55,134.55,1673657940000,57
4003,134.6551,134.53,134.54,135.66,134.5,1673946000000,184
3512,134.5528,134.55,134.5,134.64,134.5,1673946060000,118
1923,134.4598,134.45,134.45,134.45,134.43,1673946180000,54
2033,134.5314,134.56,134.48,134.56,134.48,1673946240000,63
1026,134.5139,134.52,134.5,134.55,134.5,1673946300000,11
1038,134.545,134.5,134.5,134.51,134.5,1673946360000,37
522,134.5372,134.5,134.5,134.5,134.5,1673946420000,30
818,134.5497,134.55,134.55,134.55,134.55,1673946480000,45
1227,134.5574,134.57,134.54,134.57,134.54,1673946600000,33
210,134.5504,134.55,134.55,134.55,134.55,1673946660000,11
2160,134.5108,134.54,134.5,134.54,134.5,1673946780000,56
1151,134.4955,134.5,134.48,134.5,134.48,1673946840000,29
1767,134.4082,134.43,134.38,134.43,134.38,1673947020000,41
562,134.4086,134.41,134.41,134.41,134.41,1673947080000,16
423,134.4645,134.46,134.46,134.46,134.46,1673947140000,15
2345,134.3465,134.36,134.38,134.39,134.31,1673947260000,83
575,134.2439,134.23,134.23,134.23,134.23,1673947320000,21
1125,134.1849,134.19,134.2,134.2,134.15,1673947380000,35
732,134.2263,134.22,134.22,134.22,134.22,1673947680000,23
277,134.2318,134.23,134.23,134.23,134.23,1673947740000,12
521,134.3337,134.34,134.34,134.34,134.34,1673947860000,12
796,134.3528,134.36,134.36,134.36,134.36,1673948160000,24
2056,134.4056,134.41,134.4,134.41,134.4,1673948520000,28
430,134.4333,134.41,134.45,134.45,134.41,1673948580000,8
564,134.401,134.4,134.4,134.4,134.4,1673948820000,28
572,134.3192,134.34,134.3,134.34,134.3,1673948880000,24
311,134.2791,134.27,134.27,134.27,134.27,1673948940000,8
1178,134.3036,134.31,134.3,134.31,134.3,1673949060000,13
310,134.3161,134.31,134.31,134.31,134.31,1673949300000,7
584,134.2556,134.26,134.25,134.26,134.25,1673949420000,22
166,134.2376,134.24,134.24,134.24,134.24,1673949480000,24
735,134.2033,134.2,134.2,134.2,134.2,1673949540000,18
1155,134.2259,134.24,134.24,134.24,134.24,1673949600000,31
503,134.2374,134.25,134.25,134.25,134.25,1673949720000,16
575,134.2278,134.22,134.22,134.22,134.22,1673949780000,20
713,134.1645,134.15,134.15,134.15,134.15,1673949840000,29
549,134.16,134.16,134.16,134.16,134.16,1673950080000,16
447,134.1733,134.2,134.2,134.2,134.2,1673950140000,18
649,134.1898,134.19,134.2,134.2,134.19,1673950260000,13
1107,134.1844,134.16,134.2,134.2,134.16,1673950380000,18
633,134.2712,134.29,134.29,134.29,134.29,1673950440000,30
289,134.2897,134.31,134.31,134.31,134.31,1673950560000,11
523,134.3279,134.36,134.36,134.36,134.36,1673951040000,22
259,134.2607,134.26,134.26,134.26,134.26,1673951220000,19
105,134.28,134.28,134.28,134.28,134.28,1673951280000,3
415,134.2842,134.28,134.28,134.28,134.28,1673951340000,26
972,134.2916,134.29,134.29,134.29,134.29,1673951400000,37
133,134.3003,134.3,134.3,134.3,134.3,1673951460000,4
1216,134.3352,134.31,134.35,134.35,134.31,1673951520000,32
4033,134.3936,134.39,134.38,134.4,134.38,1673951640000,30
1022,134.3571,134.35,134.36,134.36,134.35,1673951760000,32
562,134.3802,134.36,134.39,134.39,134.36,1673951820000,11
157,134.3489,134.35,134.35,134.35,134.35,1673952000000,9
1912,134.3243,134.33,134.3,134.35,134.3,1673952240000,49
333,134.3517,134.35,134.35,134.35,134.35,1673952420000,11
212,134.351,134.35,134.35,134.35,134.35,1673952480000,9
435,134.3502,134.35,134.35,134.35,134.35,1673952540000,6
114,134.3409,134.34,134.34,134.34,134.34,1673952720000,7
794,134.3751,134.35,134.4,134.4,134.35,1673952840000,22
1406,134.5302,134.53,134.55,134.55,134.53,1673953020000,36
213,134.5257,134.52,134.52,134.52,134.52,1673953200000,7
333,134.5059,134.51,134.51,134.51,134.51,1673953380000,14
350,134.4382,134.43,134.43,134.43,134.43,1673953860000,9
1530,134.4128,134.43,134.4,134.43,134.4,1673953920000,31
733,134.4828,134.48,134.48,134.48,134.48,1673954220000,27
486,134.5012,134.5,134.5,134.5,134.5,1673954340000,11
190,134.4491,134.45,134.45,134.45,134.45,1673954460000,12
1130,134.4885,134.49,134.5,134.5,134.49,1673955120000,24
2307,134.5766,134.54,134.6,134.6,134.54,1673955300000,38
872,134.5015,134.5,134.5,134.5,134.5,1673955600000,34
758,134.451,134.44,134.44,134.44,134.44,1673955660000,32
308,134.468,134.46,134.46,134.46,134.46,1673955720000,7
523,134.4498,134.44,134.44,134.44,134.44,1673955780000,12
1101,134.5801,134.57,134.58,134.6,134.57,1673955840000,19
886,134.4475,134.5,134.39,134.5,134.39,1673955960000,40
337,134.49,134.49,134.49,134.49,134.49,1673956140000,11
153,134.46,134.46,134.46,134.46,134.46,1673956380000,4
2479,134.5718,134.57,134.6,134.61,134.53,1673956800000,135
1233,134.5929,134.6,134.57,134.6,134.57,1673956860000,33
3969,134.5903,134.59,134.6,134.6,134.57,1673956920000,47
3128,134.5228,134.57,134.51,134.57,134.48,1673956980000,89
2397,134.5341,134.54,134.55,134.56,134.53,1673957040000,59
2566,134.5839,134.55,134.6,134.6,134.55,1673957160000,40
925,134.6432,134.65,134.64,134.65,134.64,1673957400000,27
3695,134.6938,134.66,134.7,134.7,134.66,1673957460000,51
2392,134.6566,134.67,134.67,134.67,134.67,1673957520000,48
1154,134.6331,134.65,134.65,134.65,134.65,1673957580000,29
2746,134.6723,134.69,134.69,134.69,134.69,1673957700000,78
1886,134.6722,134.68,134.68,134.68,134.68,1673957760000,63
1474,134.6582,134.66,134.66,134.66,134.66,1673957820000,30
1558,134.6499,134.65,134.65,134.65,134.65,1673957880000,48
2544,134.6423,134.62,134.68,134.68,134.62,1673957940000,101
5130,134.6078,134.68,134.52,134.68,134.52,1673958000000,154
1773,134.6004,134.58,134.65,134.65,134.58,1673958060000,42
1114,134.6142,134.58,134.58,134.58,134.58,1673958120000,35
3322,134.6389,134.6,134.71,134.71,134.6,1673958300000,93
6921,134.7544,134.7,134.78,134.78,134.7,1673958360000,157
1629,134.7251,134.73,134.7,134.73,134.7,1673958420000,52
843,134.6805,134.69,134.69,134.69,134.69,1673958540000,25
969,134.6546,134.65,134.65,134.65,134.65,1673958600000,33
2171,134.692,134.73,134.64,134.73,134.64,1673958720000,66
490,134.681,134.68,134.68,134.68,134.68,1673958780000,24
4096,134.7266,134.67,134.75,134.75,134.67,1673958840000,56
5337,134.7989,134.75,134.87,134.87,134.75,1673958900000,96
3612,134.8639,134.89,134.8,134.9,134.8,1673958960000,78
2781,134.8802,134.89,134.87,134.89,134.87,1673959080000,91
5252,134.8391,134.86,134.8,134.87,134.8,1673959140000,95
