v,vw,o,c,h,l,t,n
2721,130.042,130.02,130.15,130.16,129.84,1673341200000,67
981,129.9719,129.96,129.96,129.96,129.96,1673341260000,50
1893,129.9931,129.96,130,130,129.95,1673341320000,43
2258,130.0481,130.04,130.04,130.05,130.04,1673341380000,33
773,129.9778,129.98,130,130,129.98,1673341440000,27
666,129.9768,129.96,129.96,129.96,129.96,1673341500000,25
1311,129.9294,129.92,129.93,129.93,129.92,1673341560000,28
1155,130.0004,130,130,130,130,1673341620000,24
531,130.0087,130,130,130,130,1673341680000,17
354,129.9972,130,129.99,130,129.99,1673341800000,7
1499,129.99,129.98,129.97,129.98,129.97,1673341920000,38
652,129.9881,130,130,130,130,1673341980000,24
1131,129.9374,129.96,129.93,129.96,129.93,1673342040000,37
1045,129.9719,129.95,129.98,129.98,129.95,1673342100000,18
1203,130.0249,130,130.05,130.05,130,1673342160000,22
5320,129.9912,130,129.99,130,129.99,1673342220000,26
3111,129.9932,129.99,130.01,130.01,129.99,1673342280000,33
286,130,129.98,129.98,129.98,129.98,1673342340000,14
1332,130.0124,130.03,129.97,130.05,129.97,1673342460000,45
466,130.0209,130.02,130.03,130.03,130.02,1673342520000,8
463,130.0309,130.03,130.04,130.04,130.03,1673342580000,10
1387,130.0278,130.04,130.03,130.04,130.02,1673342640000,45
7733,130.0297,130.02,130.03,130.03,130.02,1673342700000,11
201,130.0569,130.05,130.05,130.05,130.05,1673343120000,15
938,130.1814,130.15,130.23,130.23,130.15,1673343360000,17
852,130.2722,130.27,130.28,130.28,130.27,1673343540000,12
1574,130.2592,130.27,130.27,130.28,130.2,1673343600000,22
1226,130.1853,130.18,130.17,130.18,130.17,1673343660000,21
684,130.2101,130.21,130.21,130.21,130.21,1673343720000,11
1050,130.1146,130.12,130.1,130.12,130.1,1673343960000,22
574,130.1591,130.16,130.16,130.17,130.16,1673344020000,6
242,130.15,130.15,130.15,130.15,130.15,1673344080000,7
923,130.1573,130.15,130.15,130.15,130.15,1673344260000,19
264,130.1427,130.13,130.13,130.13,130.13,1673344560000,11
310,130.1101,130.11,130.11,130.11,130.11,1673344620000,11
254,130.1221,130.13,130.13,130.13,130.13,1673344680000,13
739,130.172,130.17,130.18,130.18,130.17,1673344800000,14
1238,130.178,130.19,130.15,130.19,130.15,1673344920000,37
123,130.1411,130.14,130.14,130.14,130.14,1673344980000,5
1095,130.1528,130.15,130.16,130.16,130.14,1673345160000,18
321,130.1084,130.1,130.1,130.1,130.1,1673345220000,18
892,130.1496,130.15,130.15,130.15,130.15,1673345340000,13
397,130.15,130.15,130.15,130.15,130.15,1673345400000,10
123,130.1591,130.16,130.16,130.16,130.16,1673345520000,4
399,130.1141,130.1,130.1,130.1,130.1,1673345640000,15
1426,130.1015,130.11,130.1,130.11,130.1,1673345700000,33
252,130.1021,130.1,130.1,130.1,130.1,1673345760000,23
1105,130.1577,130.15,130.15,130.15,130.15,1673346060000,16
402,130.1544,130.15,130.15,130.15,130.15,1673346300000,14
380,130.1377,130.14,130.14,130.14,130.14,1673346360000,17
632,130.2524,130.23,130.26,130.26,130.23,1673346840000,23
397,130.2905,130.29,130.29,130.29,130.29,1673346900000,14
510,130.3977,130.4,130.4,130.4,130.4,1673347140000,15
723,130.3656,130.38,130.38,130.38,130.38,1673347260000,32
410,130.3128,130.32,130.32,130.32,130.32,1673347440000,32
2384,130.3793,130.37,130.39,130.39,130.37,1673347620000,28
1620,130.4075,130.4,130.41,130.41,130.4,1673347680000,18
671,130.3887,130.39,130.39,130.39,130.39,1673347800000,15
204,130.3875,130.39,130.39,130.39,130.39,1673347980000,5
396,130.3652,130.36,130.37,130.37,130.36,1673348040000,16
822,130.4012,130.4,130.41,130.41,130.4,1673348220000,10
977,130.4335,130.4,130.44,130.44,130.4,1673348280000,29
954,130.4927,130.49,130.5,130.5,130.49,1673348340000,24
2305,130.3948,130.44,130.36,130.46,130.36,1673348460000,48
1294,130.3533,130.36,130.35,130.36,130.35,1673348760000,35
313,130.3263,130.33,130.33,130.33,130.33,1673348820000,10
477,130.3219,130.32,130.32,130.32,130.32,1673348880000,22
2272,130.2678,130.29,130.26,130.29,130.25,1673349000000,34
835,130.2514,130.25,130.25,130.25,130.25,1673349060000,10
2138,130.2027,130.22,130.2,130.22,130.2,1673349180000,50
1310,130.16,130.17,130.13,130.17,130.13,1673349240000,32
1549,130.0764,130.11,130.13,130.13,130.01,1673349300000,83
510,130.1742,130.17,130.24,130.24,130.17,1673349420000,17
422,130.2586,130.25,130.27,130.27,130.25,1673349480000,6
1408,130.2718,130.29,130.25,130.29,130.25,1673349660000,32
407,130.2598,130.26,130.26,130.26,130.26,1673349720000,5
256,130.2849,130.27,130.27,130.27,130.27,1673349780000,15
469,130.17,130.17,130.17,130.17,130.17,1673349960000,12
486,130.1742,130.18,130.17,130.18,130.17,1673350020000,8
885,130.1607,130.16,130.16,130.16,130.16,1673350080000,24
1351,130.136,130.16,130.11,130.16,130.11,1673350260000,27
697,130.1361,130.14,130.14,130.14,130.14,1673350320000,17
545,130.12,130.15,130.07,130.15,130.07,1673350380000,21
741,130.0706,130.07,130.07,130.07,130.06,1673350440000,15
234,130.1303,130.13,130.13,130.13,130.13,1673350620000,11
621,130.1114,130.11,130.12,130.12,130.11,1673350860000,6
1877,130.0316,130.03,130.02,130.03,130.02,1673350920000,79
691,130.0179,130.02,130.02,130.02,130.02,1673350980000,22
1851,130.1105,130.1,130.1,130.12,130.1,1673351040000,33
517,130.1198,130.12,130.12,130.12,130.12,1673351100000,8
2633,130.1471,130.14,130.15,130.15,130.14,1673351160000,30
2019,130.0948,130.09,130.09,130.1,130.09,1673351340000,36
1206,130.1216,130.09,130.15,130.15,130.09,1673351520000,24
718,130.1216,130.12,130.12,130.12,130.12,1673351760000,21
3784,130.0945,130.12,130.1,130.12,130.08,1673352000000,99
2218,130.0366,130.05,130.05,130.05,130.03,1673352060000,58
5412,130.0117,130.02,130,130.05,129.98,1673352120000,132
1822,130.0211,130,130,130,130,1673352180000,35
361,130.0492,130.05,130.05,130.05,130.05,1673352240000,12
1126,130.0259,130.02,130.01,130.02,130.01,1673352300000,46
906,129.9767,129.98,129.98,129.98,129.98,1673352360000,45
662,129.966,129.97,129.97,129.97,129.97,1673352420000,31
525,129.9334,129.93,129.93,129.93,129.93,1673352480000,34
1884,129.8769,129.91,129.85,129.91,129.85,1673352540000,103
6476,129.8168,129.84,129.8,129.84,129.8,1673352600000,129
6139,129.7363,129.73,129.77,129.77,129.7,1673352660000,106
1880,129.795,129.78,129.8,129.8,129.78,1673352720000,59
964,129.8332,129.84,129.86,129.86,129.83,1673352780000,23
2158,129.8802,129.85,129.88,129.9,129.85,1673352840000,35
537,129.8902,129.89,129.89,129.89,129.89,1673352900000,20
606,129.8782,129.83,129.83,129.83,129.83,1673352960000,24
6991,129.6879,129.78,129.56,129.78,129.56,1673353020000,203
5693,129.5024,129.52,129.5,129.53,129.45,1673353080000,123
3712,129.5194,129.5,129.5,129.6,129.5,1673353140000,73
3935,129.476,129.5,129.41,129.51,129.41,1673353200000,98
9878,129.3772,129.45,129.4,129.45,129.37,1673353260000,74
1499,129.3413,129.32,129.32,129.32,129.32,1673353320000,62
2938,129.3804,129.32,129.4,129.41,129.32,1673353380000,57
1860,129.4183,129.38,129.43,129.45,129.38,1673353440000,49
399,129.4656,129.46,129.46,129.46,129.46,1673353500000,20
2688,129.5082,129.5,129.51,129.51,129.5,1673353560000,65
2661,129.5374,129.54,129.52,129.54,129.52,1673353680000,55
1649,129.6053,129.59,129.61,129.61,129.59,1673353800000,26
438,129.6427,129.64,129.64,129.64,129.64,1673353860000,17
1049,129.6022,129.61,129.59,129.61,129.59,1673353920000,40
728,129.5533,129.55,129.55,129.55,129.55,1673353980000,19
450,129.5126,129.51,129.51,129.51,129.51,1673354040000,20
1464,129.5927,129.53,129.64,129.64,129.53,1673354100000,50
3861,129.5672,129.6,129.55,129.6,129.55,1673354160000,72
1992,129.451,129.47,129.4,129.47,129.4,1673354220000,65
2857,129.4993,129.48,129.52,129.52,129.48,1673354340000,75
7014,129.5101,129.46,129.55,129.58,129.46,1673354400000,110
865,129.5833,129.56,129.56,129.56,129.56,1673354460000,30
1478,129.556,129.55,129.55,129.55,129.55,1673354520000,46
3714,129.6372,129.59,129.65,129.65,129.59,1673354580000,60
3545,129.6265,129.62,129.65,129.65,129.61,1673354640000,53
1344,129.5749,129.61,129.55,129.61,129.55,1673354700000,44
475,129.5967,129.6,129.6,129.6,129.6,1673354880000,18
943,129.5581,129.57,129.54,129.58,129.54,1673354940000,31
1154,129.4966,129.56,129.48,129.56,129.48,1673355000000,40
3354,129.5184,129.5,129.58,129.58,129.5,1673355060000,36
989,129.5912,129.58,129.6,129.6,129.58,1673355120000,17
1185,129.6054,129.6,129.6,129.6,129.6,1673355180000,21
1427,129.6805,129.65,129.7,129.7,129.65,1673355300000,33
1458,129.7453,129.74,129.78,129.78,129.71,1673355420000,49
2688,129.7419,129.75,129.74,129.75,129.72,1673355480000,54
1064,129.7416,129.74,129.75,129.75,129.74,1673355540000,27
65196,129.6228,130.0334,129.6865,130.4385,129.3,1673355600000,1113
4232,129.7603,130.32,129.59,130.32,129.49,1673355660000,376
964,129.6462,129.63,129.63,129.63,129.63,1673355720000,77
1540,129.7063,129.73,129.7,129.73,129.7,1673355840000,43
402,129.675,129.68,129.6513,129.68,129.6513,1673355900000,17
3250,129.7045,129.6414,129.75,129.75,129.6414,1673355960000,64
5897,129.8299,129.82,129.86,129.86,129.82,1673356020000,95
2546,129.8326,129.85,129.83,129.85,129.83,1673356080000,65
2476,129.8298,129.83,129.8439,129.8439,129.83,1673356140000,28
3565,129.8774,129.87,129.9,129.9,129.84,1673356200000,59
4604,129.9107,129.92,129.92,129.92,129.8678,1673356260000,66
3435,129.8457,129.86,129.8,129.8752,129.8,1673356320000,67
2444,129.7651,129.77,129.75,129.79,129.75,1673356380000,53
3710,129.7748,129.76,129.77,129.79,129.76,1673356440000,76
5608,129.7836,129.8,129.83,129.83,129.7606,1673356500000,56
7650,129.7111,129.8,129.7,129.8,129.69,1673356560000,147
2509,129.6924,129.7,129.7,129.7,129.67,1673356620000,50
994,129.7886,129.73,129.82,129.82,129.73,1673356680000,39
543,129.7883,129.789,129.789,129.789,129.789,1673356740000,24
809,129.7275,129.72,129.7032,129.72,129.7032,1673356800000,42
1462,129.7324,129.7,129.79,129.79,129.7,1673356860000,32
2466,129.8506,129.8,129.88,129.88,129.8,1673356920000,51
3691,129.8413,129.84,129.84,129.84,129.84,1673356980000,30
781,129.8786,129.89,129.9,129.9,129.89,1673357040000,32
2052,129.7861,129.79,129.78,129.79,129.77,1673357100000,47
1882,129.7446,129.78,129.71,129.79,129.71,1673357160000,66
1482,129.7167,129.71,129.75,129.75,129.71,1673357220000,31
743,129.761,129.75,129.78,129.78,129.75,1673357280000,36
3303,129.7161,129.75,129.67,129.75,129.67,1673357340000,68
2445,129.7014,129.69,129.71,129.71,129.69,1673357400000,71
2047,129.7171,129.7,129.72,129.75,129.7,1673357460000,70
1829,129.7136,129.72,129.65,129.73,129.65,1673357520000,57
3686,129.6528,129.63,129.64,129.66,129.63,1673357580000,81
7828,129.6843,129.66,129.66,129.7,129.65,1673357640000,109
6236,129.7441,129.7595,129.75,129.76,129.7,1673357700000,78
2182,129.7644,129.76,129.76,129.77,129.76,1673357760000,52
9608,129.6935,129.76,129.65,129.76,129.65,1673357820000,187
2035,129.7101,129.73,129.72,129.74,129.72,1673357880000,61
1275,129.7151,129.69,129.74,129.7499,129.69,1673357940000,42
8320,129.747,129.7,129.7793,129.7793,129.69,1673358000000,81
2892,129.6934,129.67,129.6822,129.72,129.67,1673358060000,47
4159,129.6577,129.69,129.6502,129.69,129.64,1673358120000,100
3347,129.6691,129.7,129.66,129.7,129.66,1673358180000,63
4124,129.7301,129.66,129.74,129.77,129.66,1673358240000,59
5296,129.7061,129.74,129.69,129.74,129.68,1673358300000,77
314,129.691,129.71,129.71,129.71,129.71,1673358360000,21
6818,129.6111,129.66,129.61,129.66,129.59,1673358420000,130
4257,129.6114,129.6,129.61,129.62,129.6,1673358480000,72
5445,129.6891,129.65,129.7,129.71,129.65,1673358540000,67
4753,129.6978,129.68,129.68,129.71,129.68,1673358600000,57
2157,129.6392,129.68,129.62,129.68,129.62,1673358660000,71
3164,129.7075,129.6208,129.72,129.74,129.6208,1673358720000,81
3177,129.7182,129.71,129.73,129.73,129.7,1673358780000,79
7123,129.7677,129.72,129.8,129.8,129.72,1673358840000,91
7367,129.8423,129.8,129.83,129.86,129.8,1673358900000,45
3379,129.8088,129.82,129.82,129.85,129.8,1673358960000,76
4193,129.848,129.82,129.83,129.88,129.82,1673359020000,52
1598,129.8379,129.8008,129.85,129.85,129.8,1673359140000,56
19590,130.055,129.88,130.24,130.25,129.88,1673359200000,332
15871,130.0743,130.15,129.74,130.26,129.71,1673359260000,137
4024,129.8693,129.73,129.91,129.95,129.72,1673359320000,60
16250,130.017,129.99,130.07,130.14,129.99,1673359380000,108
19646,130.2356,130.08,130.31,130.4,130.08,1673359440000,276
24241,130.3878,130.4,130.28,130.4604,130.28,1673359500000,269
11423,130.2906,130.32,130.37,130.37,130.21,1673359560000,185
8457,130.3525,130.37,130.36,130.42,130.27,1673359620000,114
13148,130.3061,130.37,130.3,130.37,130.22,1673359680000,173
9106,130.2971,130.2601,130.3,130.32,130.2505,1673359740000,139
8376,130.2809,130.31,130.23,130.35,130.18,1673359800000,121
14991,130.1937,130.23,130.23,130.24,130.14,1673359860000,204
11353,130.1861,130.21,130.1622,130.21,130.15,1673359920000,124
6098,130.1968,130.18,130.3,130.3,130.17,1673359980000,114
27493,130.4261,130.3,130.43,130.5,130.3,1673360040000,358
7552,130.4187,130.47,130.4,130.47,130.34,1673360100000,175
11041,130.4109,130.4,130.38,130.45,130.38,1673360160000,159
7015,130.3575,130.35,130.36,130.36,130.35,1673360220000,128
3724,130.4304,130.46,130.42,130.46,130.4,1673360280000,101
7232,130.4555,130.43,130.5,130.5,130.43,1673360340000,108
16700,130.4984,130.5,130.4,130.59,130.4,1673360400000,237
8259,130.3609,130.41,130.33,130.41,130.33,1673360460000,182
10617,130.328,130.37,130.3094,130.37,130.3094,1673360520000,136
3580,130.3368,130.31,130.35,130.36,130.31,1673360580000,62
4362,130.3845,130.37,130.402,130.402,130.37,1673360640000,69
5841,130.4911,130.51,130.5,130.52,130.46,1673360700000,76
7249,130.4886,130.52,130.4999,130.54,130.42,1673360760000,111
5519,130.3702,130.45,130.34,130.45,130.28,1673360820000,129
8403,130.2896,130.28,130.3,130.31,130.21,1673360880000,116
7296,130.2906,130.3,130.2791,130.3,130.27,1673360940000,60
1174283,130.1739,130.26,129.845,130.27,129.83,1673361000000,12167
415242,130.128,129.845,130.45,130.5,129.795,1673361060000,10062
338848,130.5259,130.45,130.74,130.75,130.35,1673361120000,6007
289353,130.6366,130.74,130.6881,130.79,130.48,1673361180000,2784
397126,131.0199,130.68,131.175,131.2636,130.65,1673361240000,4216
395034,131.0836,131.19,131.07,131.21,130.94,1673361300000,3316
234485,130.9357,131.08,130.775,131.12,130.77,1673361360000,2512
231451,130.6733,130.76,130.74,130.8,130.55,1673361420000,2515
215099,130.5586,130.7362,130.45,130.7362,130.44,1673361480000,2432
262069,130.3607,130.46,130.37,130.54,130.2201,1673361540000,2825
198279,130.3329,130.374,130.17,130.45,130.1692,1673361600000,2373
333242,130.142,130.1601,130.17,130.305,130,1673361660000,3328
286270,130.0188,130.17,129.98,130.215,129.9,1673361720000,3042
276682,130.1643,129.9738,130.07,130.36,129.97,1673361780000,2668
125084,130.0716,130.065,130.1,130.16,130.015,1673361840000,1486
280773,130.2151,130.095,130.09,130.41,129.98,1673361900000,2719
334106,129.7965,130.1,129.622,130.1,129.61,1673361960000,3770
259937,129.7466,129.62,129.93,129.93,129.51,1673362020000,2842
199942,129.8882,129.93,129.89,129.99,129.77,1673362080000,2097
178213,129.9547,129.91,129.88,130.01,129.88,1673362140000,2228
288322,129.8096,129.89,129.715,129.95,129.7,1673362200000,3193
227197,129.7039,129.7101,129.87,129.875,129.57,1673362260000,2487
218632,129.7745,129.86,129.83,129.98,129.6,1673362320000,2440
374557,130.0349,129.82,130.22,130.25,129.79,1673362380000,3494
327646,130.1351,130.21,130.06,130.225,130.03,1673362440000,3186
236950,130.0511,130.0601,130.09,130.115,129.9158,1673362500000,2503
273682,130.1444,130.0899,130.1512,130.29,130,1673362560000,2428
228874,130.0418,130.15,130.02,130.16,129.98,1673362620000,2227
316529,130.0996,130.03,129.91,130.21,129.91,1673362680000,2860
224884,129.9336,129.91,129.99,130.0519,129.775,1673362740000,1863
205347,129.9449,129.99,129.83,130.038,129.83,1673362800000,2202
172591,129.9047,129.8359,129.87,129.9897,129.79,1673362860000,1960
319946,129.902,129.8824,129.6401,130.14,129.6193,1673362920000,3346
238180,129.7982,129.65,129.96,129.98,129.61,1673362980000,2204
267043,129.8664,129.95,129.88,129.95,129.78,1673363040000,2254
176048,129.9221,129.87,129.9709,129.98,129.84,1673363100000,1695
208081,130.0676,129.97,130.105,130.165,129.95,1673363160000,1913
193182,130.1443,130.11,130.08,130.2,130.06,1673363220000,1825
203219,130.062,130.0899,130.059,130.17,129.965,1673363280000,2034
175970,129.9799,130.05,129.965,130.05,129.89,1673363340000,1871
207286,129.9805,129.97,129.945,130.07,129.88,1673363400000,2144
101555,129.9505,129.94,129.945,130.02,129.92,1673363460000,1235
464766,130.3522,129.95,130.5814,130.671,129.935,1673363520000,4246
241507,130.4478,130.57,130.43,130.596,130.335,1673363580000,2451
215716,130.389,130.434,130.34,130.49,130.2699,1673363640000,2191
247063,130.3464,130.3415,130.41,130.47,130.2606,1673363700000,2142
349793,130.6069,130.39,130.81,130.8367,130.36,1673363760000,2730
221098,130.7213,130.8,130.7,130.8,130.65,1673363820000,1647
253941,130.4483,130.71,130.32,130.71,130.305,1673363880000,2022
200713,130.269,130.325,130.15,130.35,130.14,1673363940000,1672
237804,130.0617,130.15,129.985,130.23,129.93,1673364000000,2326
189367,129.9109,129.98,129.96,130.01,129.785,1673364060000,2123
94785,129.9039,129.98,129.8836,129.98,129.87,1673364120000,1139
115162,129.8886,129.8823,129.845,129.95,129.845,1673364180000,1407
123844,129.8988,129.84,129.89,129.9593,129.84,1673364240000,1289
198565,129.9083,129.9,129.9446,130,129.79,1673364300000,1895
166541,129.9341,129.945,129.935,130,129.85,1673364360000,1555
131815,129.9343,129.93,129.88,130,129.88,1673364420000,1425
192490,129.7536,129.88,129.765,129.88,129.66,1673364480000,2062
469715,129.4643,129.77,129.41,129.785,129.33,1673364540000,4858
291642,129.1818,129.4001,129.0684,129.4001,129.02,1673364600000,3617
422320,128.9635,129.06,128.885,129.13,128.83,1673364660000,5343
184034,128.9334,128.8801,129.009,129.02,128.84,1673364720000,1997
261298,128.8695,129.0073,128.82,129.03,128.76,1673364780000,2877
181290,128.8282,128.82,128.8,128.93,128.75,1673364840000,2025
162255,128.8554,128.81,128.76,128.95,128.75,1673364900000,1662
160962,128.77,128.77,128.73,128.83,128.73,1673364960000,2063
151999,128.7867,128.735,128.768,128.83,128.73,1673365020000,1767
212706,128.8608,128.76,128.8,128.94,128.73,1673365080000,2371
128738,128.8505,128.805,128.835,128.9,128.805,1673365140000,1616
190070,128.8971,128.84,128.83,128.98,128.8201,1673365200000,1787
225884,128.7624,128.8465,128.6886,128.865,128.67,1673365260000,2223
270357,128.607,128.68,128.54,128.6999,128.52,1673365320000,2801
308046,128.5006,128.5403,128.499,128.57,128.42,1673365380000,3014
322737,128.3524,128.5,128.2316,128.5189,128.2316,1673365440000,3297
264266,128.1981,128.22,128.16,128.25,128.12,1673365500000,2717
250225,128.2087,128.15,128.225,128.278,128.13,1673365560000,2011
300527,128.3467,128.23,128.39,128.44,128.22,1673365620000,2409
202469,128.4317,128.38,128.505,128.54,128.36,1673365680000,1974
169329,128.5025,128.5,128.46,128.56,128.46,1673365740000,1580
158603,128.5886,128.465,128.62,128.7,128.44,1673365800000,1636
223267,128.7233,128.62,128.8176,128.84,128.58,1673365860000,1820
231946,128.848,128.82,128.84,128.94,128.77,1673365920000,2053
130944,128.8635,128.83,128.85,128.92,128.805,1673365980000,1297
119762,128.8497,128.85,128.819,128.8899,128.81,1673366040000,1229
163904,128.8067,128.82,128.835,128.88,128.75,1673366100000,1399
303105,129.0015,128.825,129.12,129.14,128.802,1673366160000,2208
176727,129.1072,129.1115,129.065,129.2,129.03,1673366220000,1506
94501,129.0628,129.068,129.0699,129.09,129.03,1673366280000,878
100395,129.0641,129.06,129.09,129.1,129.01,1673366340000,1016
199894,129.0273,129.1,129.07,129.13,128.935,1673366400000,1696
141490,129.0482,129.04,129.08,129.11,128.99,1673366460000,1335
107601,129.0092,129.08,129.03,129.095,128.94,1673366520000,1216
122458,129.0537,129.015,129.0679,129.11,128.99,1673366580000,1100
122949,129.0785,129.065,129.09,129.13,129.03,1673366640000,1066
195645,128.9292,129.095,128.8601,129.1,128.825,1673366700000,1932
106653,128.8735,128.86,128.86,128.92,128.83,1673366760000,1123
92424,128.8882,128.86,128.92,128.96,128.84,1673366820000,937
190219,128.9065,128.93,128.985,129.03,128.8,1673366880000,1452
95837,128.9553,128.98,128.88,129.005,128.875,1673366940000,966
157846,128.8781,128.8703,128.8499,128.93,128.83,1673367000000,1344
127396,128.9198,128.85,128.9199,128.99,128.83,1673367060000,1092
153059,128.9701,128.915,129.0058,129.09,128.87,1673367120000,1434
243223,129.0903,129.015,129.01,129.2,128.98,1673367180000,1815
170873,129.0283,129,129.02,129.0999,128.93,1673367240000,1374
173241,129.0509,129.03,129.0401,129.085,128.98,1673367300000,1427
132310,129.0337,129.04,128.995,129.1,128.98,1673367360000,1206
248864,128.8273,129,128.805,129,128.73,1673367420000,2316
103586,128.8367,128.8,128.83,128.8799,128.79,1673367480000,921
93578,128.8069,128.8201,128.8024,128.8401,128.7823,1673367540000,885
93010,128.913,128.8,128.98,128.995,128.7939,1673367600000,1065
101389,128.9687,128.9701,128.99,129.005,128.92,1673367660000,829
173161,129.049,129,128.915,129.16,128.88,1673367720000,1329
94825,129.0437,128.91,129.0501,129.115,128.91,1673367780000,891
185492,129.1701,129.06,129.13,129.23,129.0501,1673367840000,1481
128950,129.0666,129.13,129.045,129.14,129.02,1673367900000,1328
204885,128.9722,129.045,128.98,129.11,128.8428,1673367960000,1626
124879,129.0676,128.99,129.1358,129.17,128.9701,1673368020000,1210
157725,129.0837,129.135,129.015,129.197,128.96,1673368080000,1210
108682,128.9954,129.02,129.03,129.0577,128.93,1673368140000,951
168955,129.1229,129.02,129.1101,129.187,129.02,1673368200000,1403
115673,129.0888,129.11,129.01,129.18,128.99,1673368260000,1083
105894,129.1169,129,129.09,129.19,128.9997,1673368320000,1017
177201,128.9451,129.095,128.77,129.11,128.77,1673368380000,1530
126104,128.8654,128.77,128.95,128.955,128.77,1673368440000,1122
97143,128.9305,128.94,128.87,129,128.8601,1673368500000,903
91437,128.8939,128.87,128.965,128.9684,128.83,1673368560000,806
95344,128.9801,128.97,128.9,129.0383,128.9,1673368620000,853
71553,128.8542,128.9251,128.81,128.955,128.8,1673368680000,767
86788,128.8379,128.8,128.825,128.88,128.79,1673368740000,852
67942,128.8826,128.83,128.95,128.9597,128.825,1673368800000,875
91820,128.9464,128.95,128.9,128.995,128.85,1673368860000,950
73090,128.8683,128.89,128.865,128.91,128.83,1673368920000,781
54621,128.9017,128.87,128.919,128.93,128.87,1673368980000,719
54567,128.9324,128.905,128.925,128.97,128.8801,1673369040000,634
190484,128.7989,128.92,128.8,128.945,128.73,1673369100000,1613
179128,128.9293,128.795,129.0499,129.05,128.7866,1673369160000,1344
108137,129.0306,129.035,128.981,129.08,128.98,1673369220000,866
95978,128.8889,128.985,128.88,128.986,128.83,1673369280000,967
100341,128.9637,128.879,128.965,129.02,128.871,1673369340000,880
123029,128.9691,128.97,128.8558,129.05,128.85,1673369400000,1089
101645,128.8358,128.855,128.811,128.89,128.79,1673369460000,994
107439,128.7679,128.81,128.745,128.81,128.73,1673369520000,1058
128638,128.7072,128.74,128.73,128.749,128.66,1673369580000,1308
96749,128.7769,128.7363,128.7958,128.8199,128.73,1673369640000,924
105989,128.873,128.8,128.89,128.93,128.795,1673369700000,875
144748,128.9681,128.9,129.0201,129.04,128.9,1673369760000,1063
141619,128.9671,129.0247,128.9085,129.08,128.87,1673369820000,1130
67990,128.9427,128.905,128.99,129,128.9021,1673369880000,638
110722,128.8825,128.98,128.88,128.985,128.82,1673369940000,894
264555,128.6552,128.87,128.5,128.87,128.49,1673370000000,2752
153228,128.5729,128.525,128.5706,128.62,128.52,1673370060000,1170
149832,128.5586,128.575,128.54,128.64,128.48,1673370120000,1224
112768,128.6136,128.55,128.615,128.68,128.545,1673370180000,992
131979,128.5098,128.61,128.48,128.6199,128.45,1673370240000,1125
90242,128.543,128.48,128.5696,128.61,128.48,1673370300000,930
72506,128.587,128.5654,128.5885,128.62,128.5599,1673370360000,813
75783,128.5984,128.58,128.6559,128.6599,128.56,1673370420000,762
126334,128.7394,128.6501,128.8,128.8418,128.645,1673370480000,1027
122777,128.8656,128.79,128.94,128.94,128.78,1673370540000,1052
96735,128.916,128.94,128.93,128.9499,128.89,1673370600000,793
136782,129.0124,128.935,129.03,129.07,128.9327,1673370660000,1103
179462,129.1141,129.03,129.2294,129.24,129,1673370720000,1362
117022,129.1663,129.22,129.145,129.22,129.12,1673370780000,914
102411,129.1694,129.1301,129.16,129.2,129.1301,1673370840000,800
191918,129.0568,129.15,129.0199,129.1799,128.97,1673370900000,1651
89535,129.0617,129.02,129.12,129.13,129.01,1673370960000,789
65837,129.1426,129.125,129.16,129.17,129.12,1673371020000,704
75760,129.103,129.145,129.1,129.15,129.07,1673371080000,701
76652,129.1067,129.09,129.099,129.14,129.06,1673371140000,688
100451,129.0421,129.1,129.055,129.1199,128.97,1673371200000,866
106504,129.0404,129.05,129.1086,129.12,128.97,1673371260000,754
102972,129.1094,129.1,129.145,129.16,129.05,1673371320000,763
76218,129.1165,129.141,129.13,129.155,129.06,1673371380000,693
82487,129.164,129.1399,129.2163,129.23,129.1,1673371440000,800
103447,129.2105,129.2182,129.185,129.24,129.17,1673371500000,902
106926,129.1099,129.18,129.06,129.1925,129.06,1673371560000,962
66791,129.1502,129.0621,129.18,129.207,129.0621,1673371620000,675
81753,129.1165,129.18,129.115,129.19,129.04,1673371680000,745
73131,129.0945,129.13,129.12,129.14,129.07,1673371740000,683
53705,129.091,129.11,129.06,129.1299,129.06,1673371800000,693
75839,129.1499,129.06,129.21,129.2148,129.0517,1673371860000,753
123182,129.2602,129.215,129.2609,129.3,129.21,1673371920000,986
126915,129.2899,129.27,129.25,129.37,129.21,1673371980000,1126
55948,129.2758,129.2537,129.25,129.3199,129.25,1673372040000,588
61339,129.2801,129.2683,129.265,129.335,129.24,1673372100000,629
101159,129.385,129.28,129.4,129.4399,129.28,1673372160000,857
72220,129.4094,129.3911,129.39,129.435,129.39,1673372220000,722
160256,129.4692,129.409,129.475,129.54,129.39,1673372280000,1342
247374,129.6196,129.46,129.765,129.79,129.42,1673372340000,1898
111815,129.7238,129.77,129.715,129.77,129.66,1673372400000,947
150591,129.7702,129.71,129.795,129.8,129.7,1673372460000,967
129731,129.7573,129.795,129.67,129.82,129.65,1673372520000,994
96829,129.6128,129.66,129.65,129.67,129.56,1673372580000,857
83709,129.6292,129.655,129.58,129.68,129.58,1673372640000,841
103913,129.5266,129.57,129.49,129.61,129.47,1673372700000,860
70178,129.5564,129.4985,129.58,129.6,129.49,1673372760000,679
72239,129.6189,129.58,129.6401,129.665,129.5501,1673372820000,606
52535,129.639,129.6489,129.63,129.6601,129.6115,1673372880000,639
