v,vw,o,c,h,l,t,n
490,160.8304,160.83,160.83,160.83,160.83,1681245540000,15
632,160.8382,160.84,160.84,160.84,160.84,1681245600000,22
165,160.831,160.83,160.83,160.83,160.83,1681245660000,19
2095,160.8306,160.83,160.83,160.83,160.83,1681245720000,23
1793,160.8502,160.8309,160.86,160.87,160.8309,1681245780000,40
734,160.8319,160.83,160.83,160.83,160.83,1681245960000,25
546,160.839,160.84,160.84,160.84,160.84,1681246020000,28
933,160.8301,160.83,160.83,160.83,160.83,1681246140000,22
2468,160.8293,160.83,160.83,160.83,160.83,1681246200000,39
1170,160.8213,160.82,160.82,160.82,160.82,1681246260000,12
246,160.8238,160.82,160.82,160.82,160.82,1681246320000,11
327,160.8222,160.82,160.82,160.82,160.82,1681246380000,22
682,160.8431,160.85,160.84,160.85,160.84,1681246440000,27
322,160.828,160.83,160.83,160.83,160.83,1681246560000,19
438,160.8262,160.8215,160.8215,160.8215,160.8215,1681246620000,20
1163992,160.8,160.8399,160.82,160.8399,160.82,1681246680000,32
1202,160.8093,160.83,160.8,160.83,160.8,1681246740000,37
295,158.5261,160.81,160.81,160.81,160.81,1681246800000,11
393,160.8096,160.81,160.81,160.81,160.81,1681246860000,20
466,160.8047,160.8,160.8,160.8,160.8,1681246980000,17
381,160.8042,160.8,160.8,160.8,160.8,1681247040000,17
310,160.9729,160.8,160.8,160.8,160.8,1681247100000,9
310,160.8015,160.8,160.8,160.8,160.8,1681247160000,11
313,160.8212,160.827,160.827,160.827,160.827,1681247280000,11
250,160.8083,160.81,160.81,160.81,160.81,1681247400000,17
64207,160.8,160.8,160.8,160.8,160.8,1681247520000,23
556,160.8015,160.8,160.8,160.8,160.8,1681247580000,14
3786,160.8001,160.8,160.8,160.8,160.8,1681247700000,60
144,160.8028,160.8,160.8,160.8,160.8,1681247760000,15
3078,160.7938,160.8,160.8,160.8,160.75,1681247940000,76
324,160.7487,160.73,160.77,160.77,160.73,1681248000000,11
231,160.7502,160.7501,160.7501,160.7501,160.7501,1681248060000,8
599,160.75,160.75,160.75,160.75,160.75,1681248120000,23
124,160.7449,160.7496,160.7496,160.7496,160.7496,1681248180000,8
493,160.7459,160.75,160.75,160.75,160.75,1681248240000,9
282,160.7422,160.75,160.74,160.75,160.74,1681248420000,9
1067,160.7201,160.72,160.72,160.72,160.72,1681248540000,8
402,160.7352,160.75,160.75,160.75,160.75,1681248600000,24
352,160.7278,160.73,160.73,160.73,160.73,1681248660000,23
286,160.7259,160.72,160.72,160.72,160.72,1681248720000,15
1140,160.7146,160.72,160.71,160.72,160.71,1681248780000,58
274,160.7159,160.71,160.71,160.71,160.71,1681248840000,18
729,160.7014,160.7,160.7,160.7,160.7,1681249140000,19
509,160.7199,160.72,160.72,160.72,160.72,1681249200000,6
996,160.7191,160.72,160.72,160.72,160.72,1681249260000,11
572,160.7008,160.7,160.7,160.7,160.7,1681249320000,33
627,160.7019,160.71,160.7,160.71,160.7,1681249380000,15
407,160.6691,160.66,160.66,160.66,160.66,1681249440000,23
180,160.6634,160.66,160.66,160.66,160.66,1681249500000,14
373,160.6638,160.6604,160.6604,160.6604,160.6604,1681249560000,22
1107,160.6517,160.6514,160.65,160.6514,160.65,1681249620000,13
190,160.6708,160.67,160.67,160.67,160.67,1681249680000,15
221,160.6724,160.67,160.67,160.67,160.67,1681249800000,7
959,160.6889,160.69,160.69,160.69,160.69,1681249860000,23
512,160.6751,160.67,160.67,160.67,160.67,1681249920000,19
363,160.6905,160.69,160.69,160.69,160.69,1681249980000,21
183,160.6998,160.7,160.7,160.7,160.7,1681250040000,6
350,160.6849,160.67,160.7,160.7,160.67,1681250100000,16
284,160.6907,160.7,160.68,160.7,160.68,1681250160000,19
671,160.7025,160.69,160.7,160.7,160.69,1681250340000,22
731,160.7483,160.75,160.75,160.75,160.75,1681250460000,9
324,160.7208,160.72,160.72,160.72,160.72,1681250580000,16
665,160.7525,160.75,160.77,160.77,160.75,1681250700000,21
470,160.7512,160.75,160.75,160.75,160.75,1681250820000,21
3142,160.786,160.75,160.86,160.86,160.73,1681251060000,62
606,160.8041,160.8,160.8,160.8,160.8,1681251300000,12
222,160.7609,160.76,160.76,160.76,160.76,1681251600000,10
205,160.8202,160.83,160.83,160.83,160.83,1681251720000,6
2015,160.8332,160.84,160.83,160.84,160.83,1681251900000,21
525,160.7429,160.7411,160.7411,160.7411,160.7411,1681251960000,7
337,160.7538,160.75,160.75,160.75,160.75,1681252080000,32
275,160.7767,160.78,160.78,160.78,160.78,1681252200000,9
1229,160.789,160.79,160.79,160.79,160.79,1681252320000,12
324,160.7612,160.76,160.76,160.76,160.76,1681252380000,10
215,160.7713,160.77,160.77,160.77,160.77,1681252560000,9
2017,160.8584,160.84,160.8,160.88,160.8,1681252620000,33
487,160.8198,160.82,160.82,160.82,160.82,1681253100000,17
203,160.7932,160.8,160.8,160.8,160.8,1681253160000,12
232,160.8089,160.82,160.82,160.82,160.82,1681253340000,7
288,160.7973,160.8,160.8,160.8,160.8,1681253460000,10
265,160.7603,160.76,160.76,160.76,160.76,1681253760000,8
1033,160.8013,160.78,160.8558,160.8558,160.78,1681253940000,17
589,160.851,160.86,160.85,160.87,160.85,1681254060000,20
115,160.8093,160.81,160.81,160.81,160.81,1681254120000,9
705,160.7826,160.78,160.78,160.78,160.78,1681254240000,7
569,160.844,160.85,160.78,160.87,160.78,1681254300000,22
117,160.8028,160.8,160.8,160.8,160.8,1681254480000,8
469,160.8239,160.81,160.81,160.81,160.81,1681254600000,15
700,160.8298,160.81,160.87,160.87,160.81,1681254720000,9
269,160.8455,160.85,160.85,160.85,160.85,1681254840000,10
319,160.8407,160.84,160.84,160.84,160.84,1681254960000,10
211,160.8745,160.88,160.88,160.88,160.88,1681255020000,7
276,160.8753,160.88,160.88,160.88,160.88,1681255080000,6
337,160.8416,160.84,160.84,160.84,160.84,1681255200000,15
618,160.8578,160.86,160.85,160.86,160.85,1681255560000,9
1027,160.8623,160.85,160.87,160.87,160.85,1681255620000,10
947,160.8731,160.87,160.88,160.88,160.87,1681255680000,20
479,160.894,160.9,160.9,160.9,160.9,1681255860000,17
501,160.8863,160.89,160.89,160.89,160.89,1681256040000,11
486,160.8759,160.85,160.9,160.9,160.85,1681256160000,15
1506,160.9106,160.89,160.92,160.92,160.89,1681256220000,23
1509,160.9095,160.92,160.85,160.92,160.85,1681256280000,26
471,160.9367,160.94,160.94,160.94,160.94,1681256340000,13
3512,160.9641,160.95,161,161,160.84,1681256400000,58
129,160.9347,160.94,160.94,160.94,160.94,1681256460000,11
1031,160.9791,161,161,161,160.94,1681256520000,26
566,160.9826,161,160.91,161,160.91,1681256640000,15
454,160.9681,160.95,160.99,160.99,160.95,1681256940000,17
123,160.952,160.95,160.95,160.95,160.95,1681257000000,6
640,160.9273,160.92,160.92,160.92,160.92,1681257180000,13
759,160.9518,160.95,160.99,160.99,160.95,1681257300000,14
316,160.9244,160.95,160.95,160.95,160.95,1681257360000,4
1246,160.9502,160.98,160.93,160.98,160.93,1681257420000,4
2010,160.955,160.93,160.98,160.98,160.93,1681257480000,23
2308,160.9937,161,161,161,160.98,1681257540000,53
